model_name_list,detail_link,detail_url,rent_yn,list_price_wan,model_name,price_wan,rent_yn_detail,support_money_wan,monthly_rent_wan,remain_months,year_month,mileage_km,fuel_type,transmission,color,displacement_cc,reg_date
BMW 740d xDrive M 스포츠,/mycar/mycar_view.php?no=2243724&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243724&gubun=I,False,12500.0,BMW  7세대  740d xDrive M 스포츠,12500.0,False,,,,2023.12 (24년형),17000.0,디젤,자동,검정색,2993.0,
BMW 740i xDrive M 스포츠,/mycar/mycar_view.php?no=2257289&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257289&gubun=I,False,,BMW  7세대  740i xDrive M 스포츠,,False,,,,2024.05,20200.0,가솔린,자동,검정색,2998.0,
BMW 7 7세대 740i xDrive M 스포츠 리미티드,/mycar/mycar_view.php?no=2257054&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257054&gubun=I,True,5818.0,BMW  7세대 740i xDrive M 스포츠 리미티드,5818.0,True,,,49 / 60,2025.02,23499.0,가솔린,자동,검정색,2998.0,
BMW 740i xDrive M 스포츠 리미티드,/mycar/mycar_view.php?no=2254011&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254011&gubun=I,False,15700.0,BMW  7세대  740i xDrive M 스포츠 리미티드,15700.0,False,,,,2025.07,4000.0,가솔린,자동,검정색,2998.0,
BMW 740d xDrive M 스포츠,/mycar/mycar_view.php?no=2235517&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2235517&gubun=I,False,13800.0,BMW  7세대  740d xDrive M 스포츠,13800.0,False,,,,2023.07,12000.0,디젤,자동,흰색,2993.0,
BMW 740i 디자인 퓨어 엑설런스,/mycar/mycar_view.php?no=2150833&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2150833&gubun=I,False,5990.0,BMW  6세대  740i 디자인 퓨어 엑설런스,5990.0,False,,,,2020.10 (21년형),23000.0,가솔린,자동,검정색,2998.0,
BMW 745e i퍼포먼스 M 스포츠,/mycar/mycar_view.php?no=2252051&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252051&gubun=I,False,,BMW  6세대  745e i퍼포먼스 M 스포츠,,False,,,,2022.06,29800.0,가솔린 하이브리드,자동,은색,2998.0,
BMW 740i M 스포츠,/mycar/mycar_view.php?no=2255214&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255214&gubun=I,False,,BMW  6세대  740i M 스포츠,,False,,,,2022.05,36912.0,가솔린,자동,흰색,2998.0,
BMW 750Li xDrive,/mycar/mycar_view.php?no=2233715&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2233715&gubun=I,False,3300.0,BMW  6세대  750Li xDrive -,3300.0,False,,,,2016.10,153249.0,가솔린,자동,검정색,4395.0,
BMW 740Ld xDrive,/mycar/mycar_view.php?no=2255891&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255891&gubun=I,False,2899.0,BMW  6세대  740Ld xDrive -,2899.0,False,,,,2016.12,151130.0,디젤,자동,회색,2993.0,
BMW 750Li xDrive,/mycar/mycar_view.php?no=2254435&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254435&gubun=I,False,,BMW  6세대  750Li xDrive 세부등급,,False,,,,2016.01,90280.0,가솔린,자동,회색,4395.0,
BMW 740Li xDrive M 스포츠,/mycar/mycar_view.php?no=2253676&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253676&gubun=I,False,,BMW  6세대  740Li xDrive M 스포츠,,False,,,,2018.05,84008.0,가솔린,자동,진청색,2998.0,
BMW 730d xDrive,/mycar/mycar_view.php?no=2252675&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252675&gubun=I,False,,BMW  6세대  730d xDrive -,,False,,,,2016.12,128392.0,디젤,자동,은색,2993.0,
BMW 730d xDrive M 스포츠,/mycar/mycar_view.php?no=2247558&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247558&gubun=I,False,,BMW  6세대  730d xDrive M 스포츠,,False,,,,2020.04,54000.0,디젤,자동,검정색,2993.0,
BMW 740e i퍼포먼스 M 스포츠,/mycar/mycar_view.php?no=2242616&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242616&gubun=I,False,3950.0,BMW  6세대  740e i퍼포먼스 M 스포츠,3950.0,False,,,,2018.05 (17년형),122451.0,가솔린 하이브리드,자동,흰색,1998.0,
BMW 7 5세대  730d xDrive 인디비주얼,/mycar/mycar_view.php?no=2256364&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256364&gubun=I,False,820.0,BMW  5세대  730d xDrive 인디비주얼,820.0,False,,,,2014.03,356000.0,디젤,자동,진회색,2993.0,
BMW 7 5세대 730Ld,/mycar/mycar_view.php?no=2255445&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255445&gubun=I,False,1999.0,BMW  5세대 730Ld,1999.0,False,,,,2014.05,142000.0,디젤,자동,흰색,2993.0,
BMW 7 5세대 730d,/mycar/mycar_view.php?no=2254290&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254290&gubun=I,False,1249.0,BMW  5세대 730d,1249.0,False,,,,2011.12 (12년형),246000.0,디젤,자동,은색,2993.0,
BMW 750Li xDrive 인디비주얼,/mycar/mycar_view.php?no=2251727&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251727&gubun=I,False,,BMW  5세대  750Li xDrive 인디비주얼,,False,,,,2012.08,73000.0,가솔린,자동,검정색,4395.0,
BMW 745i,/mycar/mycar_view.php?no=2248808&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248808&gubun=I,False,,BMW  4세대  745i -,,False,,,,2002.11,176600.0,가솔린,자동,은색,4398.0,
BMW 420i 컨버터블 M 스포츠,/mycar/mycar_view.php?no=2257379&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257379&gubun=I,False,,BMW  2세대  420i 컨버터블 M 스포츠,,False,,,,2025.05,1140.0,가솔린,자동,파란색,1998.0,
BMW 4 2세대  420i 쿠페 M 스포츠,/mycar/mycar_view.php?no=2237148&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2237148&gubun=I,True,10.0,BMW  2세대  420i 쿠페 M 스포츠,10.0,True,,,35 / 60,2023.10 (24년형),15000.0,가솔린,자동,흰색,1998.0,
BMW M440i xDrive 컨버터블,/mycar/mycar_view.php?no=2255758&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255758&gubun=I,False,6300.0,BMW  2세대  M440i xDrive 컨버터블 -,6300.0,False,,,,2022.12 (23년형),35000.0,가솔린,자동,진청색 (다크블루),2998.0,
BMW 4 2세대 420i 컨버터블  M 스포츠,/mycar/mycar_view.php?no=2257024&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257024&gubun=I,True,0.0,BMW  2세대 420i 컨버터블  M 스포츠,0.0,True,,,32 / 60,2023.09 (24년형),8343.0,가솔린,자동,남색,1998.0,
BMW 4 2세대  420i 컨버터블 M 스포츠,/mycar/mycar_view.php?no=2256657&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256657&gubun=I,True,500.0,BMW  2세대  420i 컨버터블 M 스포츠,500.0,True,,,41 / 60,2024.06,29000.0,가솔린,자동,검정색,1998.0,
BMW M440i xDrive 컨버터블,/mycar/mycar_view.php?no=2256639&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256639&gubun=I,False,,BMW  2세대  M440i xDrive 컨버터블 -,,False,,,,2024.04,8619.0,가솔린,자동,검정색,2998.0,
BMW  2세대 420i 컨버터블 M 스포츠,/mycar/mycar_view.php?no=2251640&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251640&gubun=I,True,0.0,BMW  2세대  420i 컨버터블 M 스포츠,0.0,True,,,0 / 0,2024.04,21635.0,가솔린,자동,흰색,1998.0,
BMW 430i 쿠페 M 스포츠,/mycar/mycar_view.php?no=2199420&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2199420&gubun=I,False,2500.0,BMW  1세대  430i 쿠페 M 스포츠,2500.0,False,,,,2019.05 (18년형),14000.0,가솔린,자동,빨간색,1998.0,
BMW 428i 컨버터블 비전 100,/mycar/mycar_view.php?no=2246383&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246383&gubun=I,False,2690.0,BMW  1세대  428i 컨버터블 비전 100,2690.0,False,,,,2016.09 (17년형),58000.0,가솔린,자동,흰색,1997.0,
BMW 645CI 컨버터블,/mycar/mycar_view.php?no=2256190&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256190&gubun=I,False,1290.0,BMW  2세대  645CI 컨버터블 -,1290.0,False,,,,2004.07,191000.0,가솔린,자동,연금색,4398.0,
BMW 650i 컨버터블,/mycar/mycar_view.php?no=2247890&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247890&gubun=I,False,1290.0,BMW  2세대  650i 컨버터블 -,1290.0,False,,,,2006.08 (07년형),79469.0,가솔린,자동,은색,4799.0,
BMW 635CSi,/mycar/mycar_view.php?no=2127976&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2127976&gubun=I,False,,BMW  1세대  635CSi 쿠페 -,,False,,,,2016.09 (88년형),63498.0,가솔린,자동,은색,3430.0,
BMW X6 M 4.4 컴페티션,/mycar/mycar_view.php?no=2238574&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2238574&gubun=I,False,,BMW X6 M 3세대  4.4 컴페티션,,False,,,,2022.08,48000.0,가솔린,자동,흰색,4395.0,
BMW X6 M 4.4,/mycar/mycar_view.php?no=2252611&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252611&gubun=I,False,4300.0,BMW X6 M 2세대  4.4 -,4300.0,False,,,,2015.11,98442.0,가솔린,자동,흰색,4395.0,
BMW X6 M 4.4,/mycar/mycar_view.php?no=2255483&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255483&gubun=I,False,,BMW X6 M 2세대  4.4 -,,False,,,,2019.11,84848.0,가솔린,자동,파란색,4395.0,
BMW M3 3.0 컴페티션 M xDrive,/mycar/mycar_view.php?no=2249319&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249319&gubun=I,False,,BMW M3 6세대  3.0 컴페티션 M xDrive -,,False,,,,2024.10,11000.0,가솔린,자동,흰색,2993.0,
BMW M3 투어링 3.0 컴페티션 M xDrive,/mycar/mycar_view.php?no=2249649&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249649&gubun=I,False,,BMW M3 6세대  투어링 3.0 컴페티션 M xDrive -,,False,,,,2024.07,4900.0,가솔린,자동,진회색,2993.0,
BMW M3 3.0 컴페티션,/mycar/mycar_view.php?no=2245284&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2245284&gubun=I,False,,BMW M3 6세대  3.0 컴페티션 -,,False,,,,2021.05,36745.0,가솔린,자동,흰색,2993.0,
BMW M3 3.0 컴페티션 런아웃에디션,/mycar/mycar_view.php?no=2256292&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256292&gubun=I,False,,BMW M3 5세대  3.0 컴페티션 런아웃에디션,,False,,,,2019.02 (18년형),35664.0,가솔린,자동,녹색,2979.0,
BMW M3 4.0 컨버터블,/mycar/mycar_view.php?no=2253361&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253361&gubun=I,False,,BMW M3 4세대  4.0 컨버터블 -,,False,,,,2013.03,54864.0,가솔린,자동,흰색,3999.0,
BMW M3 3.2 쿠페,/mycar/mycar_view.php?no=2249360&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249360&gubun=I,False,,BMW M3 3세대  3.2 쿠페 -,,False,,,,2002.06,197740.0,가솔린,자동,기타색상,3246.0,
BMW M3 3.2 쿠페,/mycar/mycar_view.php?no=2254148&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254148&gubun=I,False,,BMW M3 3세대  3.2 쿠페 -,,False,,,,2004.12,139446.0,가솔린,자동,은색,3246.0,
BMW M3 3.0 쿠페,/mycar/mycar_view.php?no=2252714&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252714&gubun=I,False,,BMW M3 2세대  3.0 쿠페 -,,False,,,,2023.05 (94년형),130668.0,가솔린,수동,검정색,2990.0,
BMW X3 xDrive 20d M 스포츠,/mycar/mycar_view.php?no=2257363&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257363&gubun=I,False,,BMW X3  xDrive 20d M 스포츠,,False,,,,2025.08,5100.0,디젤,자동,기타색상 (블랙사파이어),1995.0,
BMW X3 3세대  xDrive 20i M 스포츠 프로,/mycar/mycar_view.php?no=2257018&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257018&gubun=I,False,6000.0,BMW X3 3세대  xDrive 20i M 스포츠 프로,6000.0,False,,,,2022.08,42000.0,가솔린,자동,검정색,1998.0,
BMW X3 3세대 xDrive 20i M 스포츠 프로,/mycar/mycar_view.php?no=2255124&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255124&gubun=I,False,5250.0,BMW X3 3세대 xDrive 20i M 스포츠 프로,5250.0,False,,,,2022.10,88832.0,가솔린,자동,회색,1998.0,
BMW X3 xDrive 20d M 스포츠,/mycar/mycar_view.php?no=2252679&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252679&gubun=I,False,,BMW X3 3세대  xDrive 20d M 스포츠,,False,,,,2018.01,108400.0,디젤,자동,흰색,1995.0,
BMW M5 4.4 PHEV,/mycar/mycar_view.php?no=2254783&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254783&gubun=I,False,,BMW M5  4.4 PHEV -,,False,,,,2025.03,3213.0,가솔린,자동,검정색,4395.0,
BMW M5 4.4 PHEV,/mycar/mycar_view.php?no=2253903&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253903&gubun=I,False,,BMW M5  4.4 PHEV -,,False,,,,2025.04,4000.0,가솔린,자동,검정색,4395.0,
BMW M5 4.4 컴페티션,/mycar/mycar_view.php?no=2256594&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256594&gubun=I,False,,BMW M5 6세대  4.4 컴페티션,,False,,,,2023.05,46900.0,가솔린,자동,검정색,4395.0,
BMW M5 5.0,/mycar/mycar_view.php?no=2254103&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254103&gubun=I,False,,BMW M5 3세대  5.0 -,,False,,,,2004.07 (99년형),84203.0,가솔린,수동,하늘색,4941.0,
BMW X5 M 4.4 컴페티션,/mycar/mycar_view.php?no=2251270&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251270&gubun=I,False,,BMW X5 M 3세대  4.4 컴페티션,,False,,,,2024.12,6800.0,가솔린,자동,흰색,4395.0,
BMW X5 M 3세대  4.4 컴페티션,/mycar/mycar_view.php?no=2256558&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256558&gubun=I,False,12395.0,BMW X5 M 3세대  4.4 컴페티션,12395.0,False,,,,2023.06,17200.0,가솔린,수동,청색,4395.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2256251&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256251&gubun=I,False,7989.0,BMW X6 3세대  xDrive 30d M 스포츠,7989.0,False,,,,2022.12 (23년형),63793.0,디젤,자동,진청색,2993.0,
BMW X6 xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2248016&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248016&gubun=I,False,,BMW X6 3세대  xDrive 40i M 스포츠,,False,,,,2024.08,6388.0,가솔린,자동,흰색,2998.0,
BMW X6 xDrive 40i M스포츠 블랙에디션,/mycar/mycar_view.php?no=2256000&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256000&gubun=I,False,,BMW X6 3세대  xDrive 40i M스포츠 블랙에디션,,False,,,,2025.01,8180.0,가솔린,자동,검정색,2998.0,
BMW X6 3세대  xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2257389&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257389&gubun=I,False,10000.0,BMW X6 3세대  xDrive 30d M 스포츠,10000.0,False,,,,2023.06,17000.0,디젤,자동,흰색,3000.0,
BMW X6 3세대 M60i,/mycar/mycar_view.php?no=2241968&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2241968&gubun=I,True,239.0,BMW X6 3세대 M60i,239.0,True,,,34 / 60,2023.12 (24년형),27000.0,가솔린,자동,검정색,4395.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2249817&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249817&gubun=I,False,,BMW X6 3세대  xDrive 30d M 스포츠,,False,,,,2025.01,6000.0,디젤,자동,검정색,2993.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2257219&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257219&gubun=I,False,,BMW X6 3세대  xDrive 30d M 스포츠,,False,,,,2021.01,41000.0,디젤,자동,흰색,2993.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2256581&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256581&gubun=I,False,,BMW X6 3세대  xDrive 30d M 스포츠,,False,,,,2024.04,94600.0,디젤 하이브리드,자동,흰색,2993.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2256353&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256353&gubun=I,False,8190.0,BMW X6 3세대  xDrive 30d M 스포츠,8190.0,False,,,,2022.02,40237.0,디젤,자동,검정색,2993.0,
BMW X6 xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2256354&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256354&gubun=I,False,7550.0,BMW X6 3세대  xDrive 40i M 스포츠,7550.0,False,,,,2022.08,83243.0,가솔린,자동,검정색,2998.0,
BMW X6 3세대  xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2256329&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256329&gubun=I,True,1000.0,BMW X6 3세대  xDrive 40i M 스포츠,1000.0,True,,,32 / 60,2023.09 (24년형),22000.0,가솔린,자동,기타색상,2998.0,
BMW X6 xDrive 30d M 스포츠,/mycar/mycar_view.php?no=2255632&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255632&gubun=I,False,,BMW X6 3세대  xDrive 30d M 스포츠,,False,,,,2025.06,6001.0,디젤,자동,진청색,2993.0,
BMW X6 xDrive 40d M 스포츠 온라인 익스클루시브,/mycar/mycar_view.php?no=2254422&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254422&gubun=I,False,,BMW X6 3세대  xDrive 40d M 스포츠 온라인 익스클루시브,,False,,,,2025.05,5035.0,디젤,자동,흰색,2993.0,
BMW X6 xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2254259&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254259&gubun=I,False,,BMW X6 3세대  xDrive 40i M 스포츠,,False,,,,2025.05,5010.0,가솔린,자동,진회색,2998.0,
BMW X6 M50i,/mycar/mycar_view.php?no=2252257&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252257&gubun=I,False,,BMW X6 3세대  M50i -,,False,,,,2022.12 (23년형),21000.0,가솔린,자동,진청색,4395.0,
BMW X6 M50d,/mycar/mycar_view.php?no=2255726&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255726&gubun=I,False,5300.0,BMW X6 2세대  M50d -,5300.0,False,,,,2019.02 (17년형),43408.0,디젤,자동,흰색,2993.0,
BMW X6 xDrive 50i,/mycar/mycar_view.php?no=2253661&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253661&gubun=I,False,,BMW X6 1세대  xDrive 50i -,,False,,,,2014.01,57680.0,가솔린,자동,청색,4395.0,
BMW X4 xDrive 20i M 스포츠 프로,/mycar/mycar_view.php?no=2257322&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257322&gubun=I,False,,BMW X4 2세대  xDrive 20i M 스포츠 프로,,False,,,,2025.01,9200.0,가솔린,자동,진회색,1998.0,
BMW X4 xDrive 20i M 스포츠,/mycar/mycar_view.php?no=2257221&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257221&gubun=I,False,,BMW X4 2세대  xDrive 20i M 스포츠,,False,,,,2024.12 (25년형),13000.0,가솔린,자동,청색,1998.0,
BMW X4 xDrive 20i M 스포츠,/mycar/mycar_view.php?no=2256604&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256604&gubun=I,False,,BMW X4 2세대  xDrive 20i M 스포츠,,False,,,,2024.02,21779.0,가솔린,자동,흰색,1998.0,
BMW X4 2세대  xDrive 20i M 스포츠,/mycar/mycar_view.php?no=2255626&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255626&gubun=I,False,6000.0,BMW X4 2세대  xDrive 20i M 스포츠,6000.0,False,,,,2023.09,29000.0,가솔린,자동,검정색,1998.0,
BMW X4 2세대 xDrive 20i  M 스포츠,/mycar/mycar_view.php?no=2254742&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254742&gubun=I,True,400.0,BMW X4 2세대 xDrive 20i  M 스포츠,400.0,True,,,13 / 49,2022.11,69000.0,가솔린,자동,흰색,1998.0,
BMW X4 M40i,/mycar/mycar_view.php?no=2249911&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249911&gubun=I,False,6080.0,BMW X4 2세대  M40i -,6080.0,False,,,,2021.02,46983.0,가솔린,자동,청색,2998.0,
BMW X4 xDrive 20i X라인,/mycar/mycar_view.php?no=2246397&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246397&gubun=I,False,,BMW X4 2세대  xDrive 20i X라인,,False,,,,2024.03,13262.0,가솔린,자동,검정색,1998.0,
BMW  GT 630i GT xDrive 럭셔리,/mycar/mycar_view.php?no=2255769&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255769&gubun=I,False,,BMW   630i GT xDrive 럭셔리,,False,,,,2023.10 (24년형),36000.0,가솔린,자동,검정색,2998.0,
BMW 6 GT 630i GT xDrive 럭셔리,/mycar/mycar_view.php?no=2257097&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257097&gubun=I,False,5950.0,BMW  630i GT xDrive 럭셔리,5950.0,False,,,,2023.09,37400.0,가솔린,자동,검정색,2998.0,
BMW 6 GT 620d GT M 스포츠,/mycar/mycar_view.php?no=2255884&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255884&gubun=I,True,100.0,BMW  620d GT M 스포츠,100.0,True,,,57 / 60,2023.05,33500.0,디젤,자동,흰색,1995.0,
BMW 6 GT 630i GT xDrive  럭셔리,/mycar/mycar_view.php?no=2255868&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255868&gubun=I,True,900.0,BMW  630i GT xDrive  럭셔리,900.0,True,,,18 / 36,2024.07,35000.0,가솔린,자동,검정색,2998.0,
BMW 6 GT 630i GT xDrive M 스포츠,/mycar/mycar_view.php?no=2255099&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255099&gubun=I,True,7540.0,BMW  630i GT xDrive M 스포츠,7540.0,True,,,44 / 60,2024.08,25000.0,가솔린,자동,흰색,2998.0,
BMW 5 GT GT 20d ED 에디션,/mycar/mycar_view.php?no=2256118&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256118&gubun=I,False,1100.0,BMW  GT 20d ED 에디션,1100.0,False,,,,2013.08,108500.0,디젤,자동,흰색,1995.0,
BMW X4 M 3.0 컴페티션,/mycar/mycar_view.php?no=2257136&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257136&gubun=I,False,,BMW X4 M  3.0 컴페티션,,False,,,,2021.06,98349.0,가솔린,자동,기타색상,2993.0,
BMW Z4 sDrive20i M 스포츠,/mycar/mycar_view.php?no=2244821&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2244821&gubun=I,False,,BMW Z4  sDrive20i M 스포츠,,False,,,,2024.06 (25년형),8700.0,가솔린,자동,흰색,1998.0,
BMW M8 4.4 그란쿠페  컴페티션,/mycar/mycar_view.php?no=2254729&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254729&gubun=I,False,16900.0,BMW M8 4.4 그란쿠페  컴페티션,16900.0,False,,,,2024.12,4199.0,가솔린,자동,흰색,4395.0,
BMW M8 4.4 그란쿠페 컴페티션,/mycar/mycar_view.php?no=2243355&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243355&gubun=I,False,9350.0,BMW M8  4.4 그란쿠페 컴페티션,9350.0,False,,,,2020.05,48900.0,가솔린,자동,진회색,4395.0,
BMW X5 xDrive 40i X라인 7인승,/mycar/mycar_view.php?no=2255045&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255045&gubun=I,False,8589.0,BMW X5 4세대  xDrive 40i X라인 7인승,8589.0,False,,,,2023.03,41993.0,가솔린,자동,흰색,2998.0,
BMW X5 4세대 xDrive 40i X라인 7인승,/mycar/mycar_view.php?no=2257401&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257401&gubun=I,False,8500.0,BMW X5 4세대 xDrive 40i X라인 7인승,8500.0,False,,,,2023.01,41000.0,가솔린,자동,흰색,2998.0,
BMW X5 xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2257374&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257374&gubun=I,False,,BMW X5 4세대  xDrive 40i M 스포츠,,False,,,,2024.12 (25년형),29000.0,가솔린,자동,진청색,2998.0,
BMW X5 4세대 xDrive 50e  M 스포츠 프로,/mycar/mycar_view.php?no=2257313&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257313&gubun=I,True,0.0,BMW X5 4세대 xDrive 50e  M 스포츠 프로,0.0,True,,,49 / 60,2025.03,4980.0,가솔린 하이브리드,자동,검정색,2998.0,
BMW X5 xDrive 40i M 스포츠 7인승,/mycar/mycar_view.php?no=2257173&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257173&gubun=I,False,,BMW X5 4세대  xDrive 40i M 스포츠 7인승,,False,,,,2024.01,21000.0,가솔린,자동,기타색상 (브루클린그레이),2998.0,
BMW X5 xDrive 50e M 스포츠 프로,/mycar/mycar_view.php?no=2245531&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2245531&gubun=I,False,,BMW X5 4세대  xDrive 50e M 스포츠 프로,,False,,,,2024.11 (25년형),3750.0,가솔린 하이브리드,자동,흰색,2998.0,
BMW X5 xDrive 40i M 스포츠,/mycar/mycar_view.php?no=2246983&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246983&gubun=I,False,,BMW X5 4세대  xDrive 40i M 스포츠,,False,,,,2022.10,40375.0,가솔린,자동,흰색,2998.0,
BMW X5 M50i,/mycar/mycar_view.php?no=2247322&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247322&gubun=I,False,,BMW X5 4세대  M50i -,,False,,,,2020.12 (21년형),93725.0,가솔린,자동,흰색 (미네랄 화이트),4395.0,
